取出情報,ダム
取出間隔,10分間隔
取出期間,　2024/06/25～,,　2024/07/02

ダム名,厚東川ダム
洪水量,300.00
観測時刻,60分雨量,累加雨量,貯水位,貯水率,流入量,全放流量,調整流量
　2024/06/29 03:30,0,0,36.60,95.4,33.72,24.53,-9.19
　2024/06/29 03:40,1,1,36.60,95.4,33.72,24.59,-9.13
　2024/06/29 03:50,1,1,36.60,95.4,33.72,25.17,-8.55
　2024/06/29 04:00,1,1,36.60,95.4,33.72,24.76,-8.96
　2024/06/29 04:10,1,1,36.61,95.5,30.52,24.74,-5.78
　2024/06/29 04:20,1,1,36.61,95.5,30.52,24.96,-5.56
　2024/06/29 04:30,1,1,36.61,95.5,30.52,24.89,-5.63
　2024/06/29 04:40,0,1,36.61,95.5,30.52,25.13,-5.39
　2024/06/29 04:50,0,1,36.61,95.5,30.52,25.21,-5.31
　2024/06/29 05:00,0,1,36.61,95.5,30.52,24.58,-5.94
　2024/06/29 05:10,0,1,36.61,95.5,30.52,25.04,-5.48
　2024/06/29 05:20,2,3,36.61,95.5,30.52,25.00,-5.52
　2024/06/29 05:30,2,3,36.62,95.7,29.21,25.01,-4.20
　2024/06/29 05:40,2,3,36.62,95.7,29.21,25.03,-4.18
　2024/06/29 05:50,2,3,36.62,95.7,29.21,25.24,-3.97
　2024/06/29 06:00,2,3,36.62,95.7,29.21,25.25,-3.96
　2024/06/29 06:10,2,3,36.62,95.7,29.21,24.50,-4.71
　2024/06/29 06:20,0,3,36.62,95.7,29.21,24.67,-4.54
　2024/06/29 06:30,0,3,36.62,95.7,29.21,24.58,-4.63
　2024/06/29 06:40,0,3,36.62,95.7,29.21,25.11,-4.10
　2024/06/29 06:50,0,3,36.62,95.7,29.21,25.23,-3.98
　2024/06/29 07:00,0,3,36.63,95.8,28.77,25.06,-3.71
　2024/06/29 07:10,0,3,36.63,95.8,28.77,25.15,-3.62
　2024/06/29 07:20,0,3,36.63,95.8,28.77,25.13,-3.64
　2024/06/29 07:30,0,3,36.63,95.8,28.77,25.11,-3.66
　2024/06/29 07:40,0,3,36.63,95.8,28.77,25.25,-3.52
　2024/06/29 07:50,0,3,36.63,95.8,28.77,25.09,-3.68
　2024/06/29 08:00,0,3,36.63,95.8,28.77,25.25,-3.52
　2024/06/29 08:10,0,3,36.63,95.8,28.77,24.72,-4.05
　2024/06/29 08:20,0,3,36.63,95.8,28.77,24.60,-4.17
　2024/06/29 08:30,0,3,36.63,95.8,28.77,24.61,-4.16
　2024/06/29 08:40,0,3,36.63,95.8,28.77,24.80,-3.97
　2024/06/29 08:50,0,3,36.63,95.8,28.77,24.55,-4.22
　2024/06/29 09:00,0,3,36.63,95.8,28.77,25.11,-3.66
　2024/06/29 09:10,0,3,36.63,95.8,28.77,25.41,-3.36
　2024/06/29 09:20,0,3,36.63,95.8,28.77,25.18,-3.59
　2024/06/29 09:30,0,3,36.63,95.8,28.77,25.15,-3.62
　2024/06/29 09:40,0,3,36.64,95.9,27.09,25.12,-1.97
　2024/06/29 09:50,0,3,36.64,95.9,27.09,25.18,-1.91
　2024/06/29 10:00,0,3,36.64,95.9,27.09,30.51,3.42
　2024/06/29 10:10,0,3,36.64,95.9,27.09,30.43,3.34
　2024/06/29 10:20,0,3,36.64,95.9,27.09,30.46,3.37
　2024/06/29 10:30,0,3,36.64,95.9,27.09,30.41,3.32
　2024/06/29 10:40,0,3,36.64,95.9,27.09,30.38,3.29
　2024/06/29 10:50,0,3,36.64,95.9,27.09,30.32,3.23
　2024/06/29 11:00,0,3,36.64,95.9,27.09,30.47,3.38
　2024/06/29 11:10,0,3,36.64,95.9,27.09,30.48,3.39
　2024/06/29 11:20,0,3,36.64,95.9,27.09,30.52,3.43
　2024/06/29 11:30,0,3,36.64,95.9,27.09,30.36,3.27
　2024/06/29 11:40,0,3,36.64,95.9,27.09,30.08,2.99
　2024/06/29 11:50,0,3,36.64,95.9,27.09,30.00,2.91
　2024/06/29 12:00,0,0,36.63,95.8,27.09,32.33,5.24
　2024/06/29 12:10,0,0,36.63,95.8,27.09,32.25,5.16
　2024/06/29 12:20,0,0,36.63,95.8,27.09,32.25,5.16
　2024/06/29 12:30,0,0,36.63,95.8,27.09,32.26,5.17
　2024/06/29 12:40,0,0,36.63,95.8,27.09,32.42,5.33
　2024/06/29 12:50,0,0,36.62,95.7,26.71,32.39,5.68
　2024/06/29 13:00,0,0,36.62,95.7,26.71,32.34,5.63
　2024/06/29 13:10,0,0,36.62,95.7,26.71,32.23,5.52
　2024/06/29 13:20,0,0,36.62,95.7,26.71,32.28,5.57
　2024/06/29 13:30,0,0,36.62,95.7,26.71,32.44,5.73
　2024/06/29 13:40,0,0,36.61,95.5,25.58,32.22,6.64
　2024/06/29 13:50,0,0,36.61,95.5,25.58,32.37,6.79
　2024/06/29 14:00,0,0,36.61,95.5,25.58,29.97,4.39
　2024/06/29 14:10,0,0,36.61,95.5,25.58,30.08,4.50
　2024/06/29 14:20,0,0,36.61,95.5,25.58,29.99,4.41
　2024/06/29 14:30,0,0,36.61,95.5,25.58,29.98,4.40
　2024/06/29 14:40,0,0,36.61,95.5,25.58,29.94,4.36
　2024/06/29 14:50,0,0,36.61,95.5,25.58,29.79,4.21
　2024/06/29 15:00,0,0,36.60,95.4,26.15,29.88,3.73
　2024/06/29 15:10,0,0,36.60,95.4,26.15,30.23,4.08
　2024/06/29 15:20,0,0,36.60,95.4,26.15,30.28,4.13
　2024/06/29 15:30,0,0,36.60,95.4,26.15,30.17,4.02
　2024/06/29 15:40,0,0,36.60,95.4,26.15,30.26,4.11
　2024/06/29 15:50,0,0,36.60,95.4,26.15,30.35,4.20
　2024/06/29 16:00,0,0,36.60,95.4,26.15,30.28,4.13
　2024/06/29 16:10,0,0,36.60,95.4,26.15,30.09,3.94
　2024/06/29 16:20,0,0,36.59,95.3,25.97,30.44,4.47
　2024/06/29 16:30,0,0,36.59,95.3,25.97,30.12,4.15
　2024/06/29 16:40,0,0,36.59,95.3,25.97,30.25,4.28
　2024/06/29 16:50,0,0,36.59,95.3,25.97,30.45,4.48
　2024/06/29 17:00,0,0,36.59,95.3,25.97,30.21,4.24
　2024/06/29 17:10,0,0,36.59,95.3,25.97,30.40,4.43
　2024/06/29 17:20,0,0,36.58,95.2,24.71,30.30,5.59
　2024/06/29 17:30,0,0,36.58,95.2,24.71,30.02,5.31
　2024/06/29 17:40,0,0,36.58,95.2,24.71,30.59,5.88
　2024/06/29 17:50,0,0,36.58,95.2,24.71,30.19,5.48
　2024/06/29 18:00,0,0,36.58,95.2,24.71,29.85,5.14
　2024/06/29 18:10,0,0,36.58,95.2,24.71,29.92,5.21
　2024/06/29 18:20,0,0,36.57,95.1,24.10,29.92,5.82
　2024/06/29 18:30,0,0,36.57,95.1,24.10,30.37,6.27
　2024/06/29 18:40,0,0,36.57,95.1,24.10,30.38,6.28
　2024/06/29 18:50,0,0,36.57,95.1,24.10,30.38,6.28
　2024/06/29 19:00,0,0,36.57,95.1,24.10,30.55,6.45
　2024/06/29 19:10,1,1,36.57,95.1,24.10,29.82,5.72
　2024/06/29 19:20,1,1,36.56,95.0,25.23,29.81,4.58
　2024/06/29 19:30,2,2,36.56,95.0,25.23,29.93,4.70
　2024/06/29 19:40,2,2,36.56,95.0,25.23,29.62,4.39
　2024/06/29 19:50,3,3,36.56,95.0,25.23,30.09,4.86
　2024/06/29 20:00,3,3,36.56,95.0,25.23,29.55,4.32
　2024/06/29 20:10,3,4,36.56,95.0,25.23,30.16,4.93
　2024/06/29 20:20,3,4,36.56,95.0,25.23,30.22,4.99
　2024/06/29 20:30,2,4,36.56,95.0,25.23,30.30,5.07
　2024/06/29 20:40,3,5,36.56,95.0,25.23,29.73,4.50
　2024/06/29 20:50,2,5,36.55,94.9,25.94,29.82,3.88
　2024/06/29 21:00,2,5,36.55,94.9,25.94,29.75,3.81
　2024/06/29 21:10,2,6,36.55,94.9,25.94,29.81,3.87
　2024/06/29 21:20,2,6,36.55,94.9,25.94,29.72,3.78
　2024/06/29 21:30,2,6,36.55,94.9,25.94,29.78,3.84
　2024/06/29 21:40,1,6,36.55,94.9,25.94,29.86,3.92
　2024/06/29 21:50,2,7,36.54,94.8,24.82,29.77,4.95
　2024/06/29 22:00,2,7,36.54,94.8,24.82,30.32,5.50
　2024/06/29 22:10,1,7,36.54,94.8,24.82,30.13,5.31
　2024/06/29 22:20,2,8,36.54,94.8,24.82,30.11,5.29
　2024/06/29 22:30,2,8,36.54,94.8,24.82,30.34,5.52
　2024/06/29 22:40,2,8,36.54,94.8,24.82,30.07,5.25
　2024/06/29 22:50,1,8,36.54,94.8,24.82,30.18,5.36
　2024/06/29 23:00,1,8,36.53,94.6,25.34,29.74,4.40
　2024/06/29 23:10,1,8,36.53,94.6,25.34,30.19,4.85
　2024/06/29 23:20,0,8,36.53,94.6,25.34,29.63,4.29
　2024/06/29 23:30,0,8,36.53,94.6,25.34,29.69,4.35
　2024/06/29 23:40,0,8,36.53,94.6,25.34,29.81,4.47
　2024/06/29 23:50,0,8,36.53,94.6,25.34,30.12,4.78
　2024/06/29 24:00,0,8,36.53,94.6,25.34,30.03,4.69
　2024/06/30 00:10,0,8,36.53,94.6,25.34,29.71,4.37
　2024/06/30 00:20,0,8,36.53,94.6,25.34,29.90,4.56
　2024/06/30 00:30,0,8,36.53,94.6,25.34,29.94,4.60
　2024/06/30 00:40,0,8,36.53,94.6,25.34,30.38,5.04
　2024/06/30 00:50,0,8,36.52,94.5,26.73,30.21,3.48
　2024/06/30 01:00,0,8,36.52,94.5,26.73,30.16,3.43
　2024/06/30 01:10,0,8,36.52,94.5,26.73,30.17,3.44
　2024/06/30 01:20,0,8,36.52,94.5,26.73,29.88,3.15
　2024/06/30 01:30,0,8,36.52,94.5,26.73,29.96,3.23
　2024/06/30 01:40,0,8,36.52,94.5,26.73,30.09,3.36
　2024/06/30 01:50,0,8,36.52,94.5,26.73,30.11,3.38
　2024/06/30 02:00,0,8,36.52,94.5,26.73,30.16,3.43
　2024/06/30 02:10,0,8,36.51,94.4,26.26,30.26,4.00
　2024/06/30 02:20,0,8,36.51,94.4,26.26,30.15,3.89
　2024/06/30 02:30,0,8,36.51,94.4,26.26,29.94,3.68
　2024/06/30 02:40,1,9,36.51,94.4,26.26,30.09,3.83
　2024/06/30 02:50,1,9,36.51,94.4,26.26,30.14,3.88
　2024/06/30 03:00,1,9,36.51,94.4,26.26,29.99,3.73
　2024/06/30 03:10,2,10,36.51,94.4,26.26,29.99,3.73
　2024/06/30 03:20,2,10,36.51,94.4,26.26,29.91,3.65
　2024/06/30 03:30,2,10,36.51,94.4,26.26,30.26,4.00
　2024/06/30 03:40,2,11,36.51,94.4,26.26,30.08,3.82
　2024/06/30 03:50,2,11,36.51,94.4,26.26,29.97,3.71
　2024/06/30 04:00,2,11,36.51,94.4,26.26,29.86,3.60
　2024/06/30 04:10,2,12,36.51,94.4,26.26,29.96,3.70
　2024/06/30 04:20,2,12,36.51,94.4,26.26,29.96,3.70
　2024/06/30 04:30,2,12,36.51,94.4,26.26,29.81,3.55
　2024/06/30 04:40,1,12,36.50,94.3,27.74,29.98,2.24
　2024/06/30 04:50,1,12,36.50,94.3,27.74,29.98,2.24
　2024/06/30 05:00,1,12,36.50,94.3,27.74,30.28,2.54
　2024/06/30 05:10,0,12,36.50,94.3,27.74,30.19,2.45
　2024/06/30 05:20,0,12,36.50,94.3,27.74,30.10,2.36
　2024/06/30 05:30,0,12,36.50,94.3,27.74,30.22,2.48
　2024/06/30 05:40,0,12,36.50,94.3,27.74,30.37,2.63
　2024/06/30 05:50,0,12,36.50,94.3,27.74,29.65,1.91
　2024/06/30 06:00,0,12,36.50,94.3,27.74,29.68,1.94
　2024/06/30 06:10,0,12,36.50,94.3,27.74,29.59,1.85
　2024/06/30 06:20,0,12,36.50,94.3,27.74,29.65,1.91
　2024/06/30 06:30,0,12,36.50,94.3,27.74,29.57,1.83
　2024/06/30 06:40,0,12,36.50,94.3,27.74,29.67,1.93
　2024/06/30 06:50,0,12,36.50,94.3,27.74,29.56,1.82
　2024/06/30 07:00,0,12,36.50,94.3,27.74,29.35,1.61
　2024/06/30 07:10,1,13,36.50,94.3,27.74,30.00,2.26
　2024/06/30 07:20,4,16,36.50,94.3,27.74,29.82,2.08
　2024/06/30 07:30,6,18,36.50,94.3,27.74,30.15,2.41
　2024/06/30 07:40,7,19,36.50,94.3,27.74,30.26,2.52
　2024/06/30 07:50,7,19,36.50,94.3,27.74,30.15,2.41
　2024/06/30 08:00,7,19,36.50,94.3,27.74,30.22,2.48
　2024/06/30 08:10,6,19,36.50,94.3,27.74,29.62,1.88
　2024/06/30 08:20,3,19,36.50,94.3,27.74,29.69,1.95
　2024/06/30 08:30,1,19,36.50,94.3,27.74,30.10,2.36
　2024/06/30 08:40,0,19,36.50,94.3,27.74,30.07,2.33
　2024/06/30 08:50,0,19,36.50,94.3,27.74,29.73,1.99
　2024/06/30 09:00,0,19,36.50,94.3,27.74,29.71,1.97
　2024/06/30 09:10,0,19,36.50,94.3,27.74,29.68,1.94
　2024/06/30 09:20,0,19,36.50,94.3,27.74,29.77,2.03
　2024/06/30 09:30,0,19,36.51,94.4,27.74,29.75,2.01
　2024/06/30 09:40,0,19,36.51,94.4,27.74,29.60,1.86
　2024/06/30 09:50,0,19,36.51,94.4,27.74,29.86,2.12
　2024/06/30 10:00,1,20,36.51,94.4,27.74,30.06,2.32
　2024/06/30 10:10,1,20,36.51,94.4,27.74,30.19,2.45
　2024/06/30 10:20,1,20,36.51,94.4,27.74,29.96,2.22
　2024/06/30 10:30,1,20,36.51,94.4,27.74,30.11,2.37
　2024/06/30 10:40,2,21,36.51,94.4,30.09,30.09,0.00
　2024/06/30 10:50,3,22,36.52,94.5,31.74,30.06,-1.68
　2024/06/30 11:00,2,22,36.52,94.5,31.74,29.90,-1.84
　2024/06/30 11:10,2,22,36.52,94.5,31.74,30.17,-1.57
　2024/06/30 11:20,2,22,36.52,94.5,31.74,29.96,-1.78
　2024/06/30 11:30,2,22,36.52,94.5,31.74,29.92,-1.82
　2024/06/30 11:40,1,22,36.53,94.6,37.09,29.89,-7.20
　2024/06/30 11:50,0,22,36.53,94.6,37.09,30.07,-7.02
　2024/06/30 12:00,0,22,36.53,94.6,37.09,30.21,-6.88
　2024/06/30 12:10,0,22,36.53,94.6,37.09,29.89,-7.20
　2024/06/30 12:20,0,22,36.53,94.6,37.09,30.19,-6.90
　2024/06/30 12:30,0,22,36.54,94.8,36.02,30.04,-5.98
　2024/06/30 12:40,0,22,36.54,94.8,36.02,30.28,-5.74
　2024/06/30 12:50,0,22,36.54,94.8,36.02,30.26,-5.76
　2024/06/30 13:00,0,22,36.54,94.8,36.02,28.95,-7.07
　2024/06/30 13:10,0,22,36.54,94.8,36.02,28.40,-7.62
　2024/06/30 13:20,0,22,36.55,94.9,37.49,28.63,-8.86
　2024/06/30 13:30,0,22,36.55,94.9,37.49,29.18,-8.31
　2024/06/30 13:40,0,22,36.55,94.9,37.49,29.15,-8.34
　2024/06/30 13:50,0,22,36.55,94.9,37.49,28.75,-8.74
　2024/06/30 14:00,0,22,36.56,95.0,36.14,28.63,-7.51
　2024/06/30 14:10,0,22,36.56,95.0,36.14,28.70,-7.44
　2024/06/30 14:20,0,22,36.56,95.0,36.14,28.59,-7.55
　2024/06/30 14:30,0,22,36.56,95.0,36.14,28.65,-7.49
　2024/06/30 14:40,0,22,36.56,95.0,36.14,28.93,-7.21
　2024/06/30 14:50,0,22,36.57,95.1,36.14,28.56,-7.58
　2024/06/30 15:00,0,22,36.57,95.1,36.14,28.73,-7.41
　2024/06/30 15:10,0,22,36.57,95.1,36.14,28.72,-7.42
　2024/06/30 15:20,0,22,36.57,95.1,36.14,28.61,-7.53
　2024/06/30 15:30,0,22,36.57,95.1,36.14,28.70,-7.44
　2024/06/30 15:40,0,22,36.57,95.1,36.14,29.20,-6.94
　2024/06/30 15:50,0,22,36.58,95.2,34.56,29.36,-5.20
　2024/06/30 16:00,0,22,36.58,95.2,34.56,29.14,-5.42
　2024/06/30 16:10,0,22,36.58,95.2,34.56,29.12,-5.44
　2024/06/30 16:20,0,22,36.59,95.3,37.74,28.98,-8.76
　2024/06/30 16:30,0,22,36.59,95.3,37.74,29.24,-8.50
　2024/06/30 16:40,0,22,36.59,95.3,37.74,29.17,-8.57
　2024/06/30 16:50,0,22,36.59,95.3,37.74,28.82,-8.92
　2024/06/30 17:00,0,0,36.59,95.3,37.74,28.54,-9.20
　2024/06/30 17:10,0,0,36.59,95.3,37.74,28.80,-8.94
　2024/06/30 17:20,0,0,36.60,95.4,35.56,28.91,-6.65
　2024/06/30 17:30,0,0,36.60,95.4,35.56,28.95,-6.61
　2024/06/30 17:40,0,0,36.60,95.4,35.56,29.50,-6.06
　2024/06/30 17:50,0,0,36.60,95.4,35.56,33.83,-1.73
　2024/06/30 18:00,0,0,36.60,95.4,35.56,33.96,-1.60
　2024/06/30 18:10,0,0,36.60,95.4,35.56,34.11,-1.45
　2024/06/30 18:20,0,0,36.60,95.4,35.56,33.84,-1.72
　2024/06/30 18:30,0,0,36.61,95.5,36.52,34.09,-2.43
　2024/06/30 18:40,7,7,36.61,95.5,36.52,39.40,2.88
　2024/06/30 18:50,9,9,36.61,95.5,36.52,44.12,7.60
　2024/06/30 19:00,11,11,36.61,95.5,36.52,44.53,8.01
　2024/06/30 19:10,11,11,36.62,95.7,50.04,49.51,-0.53
　2024/06/30 19:20,11,11,36.62,95.7,50.04,54.51,4.47
　2024/06/30 19:30,11,11,36.61,95.5,50.04,54.11,4.07
　2024/06/30 19:40,4,11,36.61,95.5,50.04,54.08,4.04
　2024/06/30 19:50,2,11,36.61,95.5,50.04,54.36,4.32
　2024/06/30 20:00,0,11,36.61,95.5,50.04,54.50,4.46
　2024/06/30 20:10,0,11,36.61,95.5,50.04,54.64,4.60
　2024/06/30 20:20,0,11,36.60,95.4,46.54,54.38,7.84
　2024/06/30 20:30,0,11,36.60,95.4,43.07,45.45,2.38
　2024/06/30 20:40,0,11,36.60,95.4,41.84,49.84,8.00
　2024/06/30 20:50,0,11,36.60,95.4,48.30,50.17,1.87
　2024/06/30 21:00,0,11,36.60,95.4,50.41,50.47,0.06
　2024/06/30 21:10,0,11,36.60,95.4,50.23,50.27,0.04
　2024/06/30 21:20,0,11,36.60,95.4,50.29,50.35,0.06
　2024/06/30 21:30,0,11,36.60,95.4,43.53,62.39,18.86
　2024/06/30 21:40,0,11,36.59,95.3,47.83,62.08,14.25
　2024/06/30 21:50,1,12,36.59,95.3,41.25,62.14,20.89
　2024/06/30 22:00,1,12,36.59,95.3,41.25,62.07,20.82
　2024/06/30 22:10,3,14,36.58,95.2,41.25,62.10,20.85
　2024/06/30 22:20,6,17,36.58,95.2,41.25,62.29,21.04
　2024/06/30 22:30,6,17,36.59,95.3,41.25,61.94,20.69
　2024/06/30 22:40,6,17,36.59,95.3,41.25,68.95,27.70
　2024/06/30 22:50,5,17,36.59,95.3,41.25,69.59,28.34
　2024/06/30 23:00,5,17,36.58,95.2,41.25,69.39,28.14
　2024/06/30 23:10,3,17,36.58,95.2,41.25,69.43,28.18
　2024/06/30 23:20,0,17,36.58,95.2,41.25,69.31,28.06
　2024/06/30 23:30,0,17,36.58,95.2,41.25,69.40,28.15
　2024/06/30 23:40,0,17,36.57,95.1,63.21,69.43,6.22
　2024/06/30 23:50,0,17,36.57,95.1,63.21,69.45,6.24
　2024/06/30 24:00,0,17,36.57,95.1,63.21,69.66,6.45
　2024/07/01 00:10,0,17,36.57,95.1,63.21,69.74,6.53
　2024/07/01 00:20,0,17,36.57,95.1,63.21,69.83,6.62
　2024/07/01 00:30,0,17,36.57,95.1,63.21,69.78,6.57
　2024/07/01 00:40,0,17,36.57,95.1,63.21,69.90,6.69
　2024/07/01 00:50,1,18,36.57,95.1,63.21,69.44,6.23
　2024/07/01 01:00,1,18,36.57,95.1,63.21,69.25,6.04
　2024/07/01 01:10,1,18,36.57,95.1,63.21,69.17,5.96
　2024/07/01 01:20,1,18,36.58,95.2,63.21,69.84,6.63
　2024/07/01 01:30,1,18,36.58,95.2,63.21,80.88,17.67
　2024/07/01 01:40,2,19,36.58,95.2,63.21,81.41,18.20
　2024/07/01 01:50,1,19,36.59,95.3,76.78,80.78,4.00
　2024/07/01 02:00,3,21,36.60,95.4,124.85,97.24,-27.61
　2024/07/01 02:10,9,27,36.61,95.5,140.27,111.35,-28.92
　2024/07/01 02:20,10,28,36.60,95.4,140.27,137.93,-2.34
　2024/07/01 02:30,12,30,36.61,95.5,140.27,152.53,12.26
　2024/07/01 02:40,13,32,36.60,95.4,140.27,164.73,24.46
　2024/07/01 02:50,17,36,36.60,95.4,140.27,164.93,24.66
　2024/07/01 03:00,29,50,36.63,95.8,159.05,165.60,6.55
　2024/07/01 03:10,34,61,36.62,95.7,208.71,199.66,-9.05
　2024/07/01 03:20,37,65,36.66,96.1,271.93,235.61,-36.32
　2024/07/01 03:30,36,66,36.68,96.3,300.08,236.26,-63.82
　2024/07/01 03:40,34,66,36.70,96.6,375.35,286.00,-89.35
　2024/07/01 03:50,31,67,36.72,96.8,393.28,286.48,-106.80
　2024/07/01 04:00,17,67,36.72,96.8,343.50,352.54,9.04
　2024/07/01 04:10,6,67,36.75,97.1,354.95,398.77,43.82
　2024/07/01 04:20,2,67,36.78,97.5,463.29,406.70,-56.59
　2024/07/01 04:30,2,68,36.76,97.2,486.48,481.99,-4.49
　2024/07/01 04:40,2,68,36.82,97.9,544.89,506.98,-37.91
　2024/07/01 04:50,2,69,36.82,97.9,567.99,543.68,-24.31
　2024/07/01 05:00,3,70,36.84,98.2,604.82,576.78,-28.04
　2024/07/01 05:10,4,71,36.88,98.6,683.76,621.05,-62.71
　2024/07/01 05:20,5,72,36.88,98.6,669.88,638.95,-30.93
　2024/07/01 05:30,7,75,36.91,99.0,716.63,667.52,-49.11
　2024/07/01 05:40,8,76,36.91,99.0,739.59,683.87,-55.72
　2024/07/01 05:50,9,78,36.94,99.3,719.24,687.13,-32.11
　2024/07/01 06:00,8,78,36.96,99.5,767.62,698.65,-68.97
　2024/07/01 06:10,10,81,36.97,99.7,732.86,704.91,-27.95
　2024/07/01 06:20,13,85,36.99,99.9,779.02,709.92,-69.10
　2024/07/01 06:30,11,86,37.02,100.0,798.29,723.71,-74.58
　2024/07/01 06:40,11,87,37.04,100.0,799.15,738.23,-60.92
　2024/07/01 06:50,10,88,37.06,100.0,833.05,749.52,-83.53
　2024/07/01 07:00,11,89,37.09,100.0,821.43,760.75,-60.68
　2024/07/01 07:10,9,90,37.11,100.0,854.79,779.90,-74.89
　2024/07/01 07:20,6,91,37.12,100.0,823.82,781.10,-42.72
　2024/07/01 07:30,6,92,37.14,100.0,859.79,783.41,-76.38
　2024/07/01 07:40,6,93,37.16,100.0,840.67,785.79,-54.88
　2024/07/01 07:50,7,95,37.17,100.0,820.89,780.69,-40.20
　2024/07/01 08:00,10,99,37.18,100.0,824.37,779.68,-44.69
　2024/07/01 08:10,11,101,37.18,100.0,801.10,779.80,-21.30
　2024/07/01 08:20,12,103,37.18,100.0,779.73,779.58,-0.15
　2024/07/01 08:30,13,105,37.17,100.0,761.58,778.51,16.93
　2024/07/01 08:40,17,110,37.17,100.0,761.08,778.49,17.41
　2024/07/01 08:50,17,112,37.15,100.0,749.77,776.10,26.33
　2024/07/01 09:00,14,113,37.14,100.0,726.80,775.02,48.22
　2024/07/01 09:10,13,114,37.14,100.0,720.59,753.35,32.76
　2024/07/01 09:20,12,115,37.10,100.0,703.85,749.07,45.22
　2024/07/01 09:30,10,115,37.08,100.0,660.69,711.65,50.96
　2024/07/01 09:40,5,115,37.09,100.0,708.79,701.71,-7.08
　2024/07/01 09:50,3,115,37.07,100.0,641.17,699.47,58.30
　2024/07/01 10:00,2,115,37.04,100.0,628.99,696.64,67.65
　2024/07/01 10:10,1,115,37.03,100.0,626.61,695.62,69.01
　2024/07/01 10:20,0,115,37.00,100.0,603.40,692.62,89.22
　2024/07/01 10:30,0,115,36.98,99.8,620.96,651.88,30.92
　2024/07/01 10:40,0,115,36.95,99.4,565.41,648.79,83.38
　2024/07/01 10:50,0,115,36.92,99.1,551.06,645.75,94.69
　2024/07/01 11:00,0,115,36.91,99.0,542.30,602.41,60.11
　2024/07/01 11:10,0,115,36.87,98.5,552.84,598.63,45.79
　2024/07/01 11:20,0,115,36.85,98.3,506.29,596.93,90.64
　2024/07/01 11:30,0,115,36.82,97.9,500.51,594.19,93.68
　2024/07/01 11:40,0,115,36.79,97.6,494.05,550.78,56.73
　2024/07/01 11:50,1,116,36.77,97.4,486.40,549.21,62.81
　2024/07/01 12:00,1,116,36.75,97.1,457.19,547.63,90.44
　2024/07/01 12:10,1,116,36.72,96.8,435.05,502.30,67.25
　2024/07/01 12:20,2,117,36.71,96.7,459.01,501.33,42.32
　2024/07/01 12:30,3,118,36.68,96.3,415.77,498.89,83.12
　2024/07/01 12:40,4,119,36.66,96.1,407.33,497.54,90.21
　2024/07/01 12:50,3,119,36.63,95.8,429.34,495.03,65.69
　2024/07/01 13:00,3,119,36.60,95.4,393.34,492.54,99.20
　2024/07/01 13:10,3,119,36.63,95.8,475.90,394.14,-81.76
　2024/07/01 13:20,2,119,36.61,95.5,407.39,392.97,-14.42
　2024/07/01 13:30,1,119,36.58,95.2,392.61,392.00,-0.61
　2024/07/01 13:40,0,119,36.60,95.4,359.18,392.67,33.49
　2024/07/01 13:50,0,119,36.59,95.3,375.76,392.38,16.62
　2024/07/01 14:00,0,119,36.59,95.3,383.57,392.36,8.79
　2024/07/01 14:10,0,119,36.57,95.1,372.31,390.94,18.63
　2024/07/01 14:20,0,119,36.56,95.0,351.33,380.02,28.69
　2024/07/01 14:30,0,119,36.56,95.0,354.45,379.78,25.33
　2024/07/01 14:40,0,119,36.54,94.8,351.34,363.07,11.73
　2024/07/01 14:50,0,119,36.53,94.6,348.04,359.17,11.13
　2024/07/01 15:00,0,119,36.53,94.6,325.66,319.73,-5.93
　2024/07/01 15:10,1,120,36.53,94.6,333.64,319.82,-13.82
　2024/07/01 15:20,1,120,36.52,94.5,330.25,319.28,-10.97
　2024/07/01 15:30,2,121,36.52,94.5,321.78,319.42,-2.36
　2024/07/01 15:40,2,121,36.52,94.5,309.39,319.19,9.80
　2024/07/01 15:50,2,121,36.52,94.5,309.23,319.20,9.97
　2024/07/01 16:00,2,121,36.51,94.4,318.12,318.70,0.58
　2024/07/01 16:10,1,121,36.50,94.3,305.74,318.65,12.91
　2024/07/01 16:20,1,121,36.51,94.4,299.74,290.50,-9.24
　2024/07/01 16:30,1,122,36.50,94.3,287.89,290.05,2.16
　2024/07/01 16:40,1,122,36.50,94.3,287.17,289.94,2.77
　2024/07/01 16:50,2,123,36.51,94.4,285.55,261.54,-24.01
　2024/07/01 17:00,3,124,36.51,94.4,285.03,261.81,-23.22
　2024/07/01 17:10,3,124,36.51,94.4,278.99,261.53,-17.46
　2024/07/01 17:20,4,125,36.51,94.4,267.45,261.70,-5.75
　2024/07/01 17:30,3,125,36.51,94.4,261.78,261.81,0.03
　2024/07/01 17:40,3,125,36.52,94.5,270.76,262.13,-8.63
　2024/07/01 17:50,2,125,36.52,94.5,273.12,262.10,-11.02
　2024/07/01 18:00,1,125,36.51,94.4,272.12,261.68,-10.44
　2024/07/01 18:10,1,125,36.51,94.4,253.13,261.75,8.62
　2024/07/01 18:20,0,125,36.51,94.4,250.76,261.71,10.95
　2024/07/01 18:30,0,125,36.50,94.3,250.64,261.53,10.89
　2024/07/01 18:40,0,125,36.50,94.3,252.36,229.10,-23.26
　2024/07/01 18:50,0,125,36.50,94.3,243.80,229.05,-14.75
　2024/07/01 19:00,0,125,36.50,94.3,229.57,229.11,-0.46
